query	config	requests	first	last	termination	diefficiency
interactive discover 1.0	baseline	127	12.58	18.31	18.494	33.052
interactive discover 1.0	cardinality once void simple	127	9.823	10.179	10.382	6.125
interactive discover 1.0	cardinality once void	127	9.737	9.928	9.837	5.702
interactive discover 1.0	cardinality once	127	10.245	10.25	10.004	5.142
interactive discover 1.0	cardinality unlimited void simple	127	9.822	10.374	10.877	7.008
interactive discover 1.0	cardinality unlimited void	127	10.29	10.328	10.242	5.256
interactive discover 1.0	cardinality unlimited	127	10.481	10.796	10.094	5.732
interactive discover 1.0	overhead simple	127	13.502	20.391	20.423	41.199
interactive discover 1.0	overhead	127	13.706	20.019	19.319	34.204
interactive discover 1.0	timeout 100 void simple	127	9.926	10.282	10.73	6.534
interactive discover 1.0	timeout 100 void	127	11.37	13.002	10.328	12.59
interactive discover 1.0	timeout 100	127	13.101	19.049	20.304	32.272
interactive discover 1.0	timeout 1000 void simple	127	9.43	10.7	10.412	11.039
interactive discover 1.0	timeout 1000 void	127	10.298	10.517	10.136	5.658
interactive discover 1.0	timeout 1000	127	9.856	10.188	9.87	6.138
interactive discover 1.0	timeout 2000 void simple	127	9.719	11.07	11.034	12.014
interactive discover 1.0	timeout 2000 void	127	10.446	10.814	10.812	7.027
interactive discover 1.0	timeout 2000	127	12.539	19.009	19.138	30.706
interactive discover 1.0	timeout 5000 void simple	127	11.559	13.677	13.585	14.314
interactive discover 1.0	timeout 5000 void	127	11.74	13.689	13.665	10.258
interactive discover 1.0	timeout 5000	127	11.368	21.758	21.485	36.622
interactive discover 1.0	timeout 10000 void simple	127	13.476	18.997	18.978	30.297
interactive discover 1.0	timeout 10000 void	127	13.235	18.441	18.814	30.012
interactive discover 1.0	timeout 10000	127	12.305	27.702	27.239	77.408
interactive discover 1.0	timeout 20000 void simple	127	13.128	20.682	21.528	42.357
interactive discover 1.0	timeout 20000 void	127	13.726	19.174	18.749	29.867
interactive discover 1.0	timeout 20000	127	13.189	18.783	18.322	29.942
interactive discover 1.1	baseline	19	6.654	7.718	7.868	7.049
interactive discover 1.1	cardinality once void simple	19	6.911	7.682	7.791	6.027
interactive discover 1.1	cardinality once void	19	6.858	7.463	7.524	5.484
interactive discover 1.1	cardinality once	19	6.906	7.439	6.781	5.275
interactive discover 1.1	cardinality unlimited void simple	19	7.163	8.026	7.578	6.507
interactive discover 1.1	cardinality unlimited void	19	7.266	7.938	7.826	5.973
interactive discover 1.1	cardinality unlimited	19	6.641	6.82	7.471	3.861
interactive discover 1.1	overhead simple	19	6.845	7.837	7.695	6.894
interactive discover 1.1	overhead	19	6.869	7.981	7.715	7.322
interactive discover 1.1	timeout 100 void simple	19	6.983	7.63	7.605	4.84
interactive discover 1.1	timeout 100 void	19	7.005	7.856	7.809	5.972
interactive discover 1.1	timeout 100	19	7.031	7.762	6.915	6.064
interactive discover 1.1	timeout 1000 void simple	19	6.555	7.752	7.608	5.586
interactive discover 1.1	timeout 1000 void	19	6.823	7.769	7.933	5.458
interactive discover 1.1	timeout 1000	19	6.624	7.231	7.732	4.426
interactive discover 1.1	timeout 2000 void simple	19	6.761	7.584	7.471	4.617
interactive discover 1.1	timeout 2000 void	19	6.973	7.778	7.609	4.739
interactive discover 1.1	timeout 2000	19	6.784	7.93	7.739	5.306
interactive discover 1.1	timeout 5000 void simple	19	6.526	7.566	7.541	5.037
interactive discover 1.1	timeout 5000 void	19	6.721	7.783	8.348	4.957
interactive discover 1.1	timeout 5000	19	6.731	7.397	8.156	4.393
interactive discover 1.1	timeout 10000 void simple	19	6.742	7.653	8.469	4.994
interactive discover 1.1	timeout 10000 void	19	7.22	7.993	7.474	4.901
interactive discover 1.1	timeout 10000	19	6.819	7.884	7.533	5.037
interactive discover 1.1	timeout 20000 void simple	19	6.689	7.273	7.595	5.249
interactive discover 1.1	timeout 20000 void	19	7.117	7.796	7.533	5.394
interactive discover 1.1	timeout 20000	19	6.625	7.667	8.216	5.059
interactive discover 1.2	baseline	16	7.171	7.171	7.251	3.586
interactive discover 1.2	cardinality once void simple	16	7.192	7.192	7.942	3.596
interactive discover 1.2	cardinality once void	16	6.563	6.563	6.866	3.281
interactive discover 1.2	cardinality once	16	6.692	6.692	6.969	3.346
interactive discover 1.2	cardinality unlimited void simple	16	7.007	7.007	7.206	3.503
interactive discover 1.2	cardinality unlimited void	16	6.55	6.55	6.657	3.275
interactive discover 1.2	cardinality unlimited	16	6.892	6.892	7.142	3.446
interactive discover 1.2	overhead simple	16	7.389	7.389	7.286	3.695
interactive discover 1.2	overhead	16	7.58	7.58	7.005	3.79
interactive discover 1.2	timeout 100 void simple	16	6.873	6.873	7.048	3.437
interactive discover 1.2	timeout 100 void	16	6.527	6.527	6.835	3.264
interactive discover 1.2	timeout 100	16	6.716	6.716	7.018	3.358
interactive discover 1.2	timeout 1000 void simple	16	7.094	7.094	7.448	3.547
interactive discover 1.2	timeout 1000 void	16	7.371	7.371	7.66	3.686
interactive discover 1.2	timeout 1000	16	7.123	7.123	7.424	3.562
interactive discover 1.2	timeout 2000 void simple	16	7.685	7.685	8.227	3.842
interactive discover 1.2	timeout 2000 void	16	7.208	7.208	7.194	3.604
interactive discover 1.2	timeout 2000	16	7.276	7.276	6.893	3.638
interactive discover 1.2	timeout 5000 void simple	16	7.372	7.372	7.69	3.686
interactive discover 1.2	timeout 5000 void	16	7.386	7.386	7.068	3.693
interactive discover 1.2	timeout 5000	16	7.507	7.507	7.551	3.753
interactive discover 1.2	timeout 10000 void simple	16	7.529	7.529	7.308	3.764
interactive discover 1.2	timeout 10000 void	16	7.111	7.111	7.107	3.555
interactive discover 1.2	timeout 10000	16	7.083	7.083	7.075	3.542
interactive discover 1.2	timeout 20000 void simple	16	7.393	7.393	7.345	3.696
interactive discover 1.2	timeout 20000 void	16	7.16	7.16	7.335	3.58
interactive discover 1.2	timeout 20000	16	7.271	7.271	7.514	3.635
interactive discover 1.3	baseline	223	10.861	16.925	17.08	74.727
interactive discover 1.3	cardinality once void simple	223	7.701	18.559	19.786	125.798
interactive discover 1.3	cardinality once void	223	8.194	10.125	9.871	23.209
interactive discover 1.3	cardinality once	223	9.082	17.071	16.919	92.909
interactive discover 1.3	cardinality unlimited void simple	223	7.414	18.296	18.206	127.758
interactive discover 1.3	cardinality unlimited void	223	7.395	9.938	9.754	23.469
interactive discover 1.3	cardinality unlimited	223	9.025	10.158	10.688	15.668
interactive discover 1.3	overhead simple	223	7.507	19.206	19.201	127.795
interactive discover 1.3	overhead	223	8.946	17.699	17.951	99.361
interactive discover 1.3	timeout 100 void simple	223	7.436	18.268	18.483	130.608
interactive discover 1.3	timeout 100 void	223	7.873	10.017	9.992	21.682
interactive discover 1.3	timeout 100	223	9.318	17.031	17.022	90.136
interactive discover 1.3	timeout 1000 void simple	223	7.609	18.663	18.668	138.673
interactive discover 1.3	timeout 1000 void	223	9.424	9.92	10.005	10.291
interactive discover 1.3	timeout 1000	223	10.533	16.7	16.708	83.351
interactive discover 1.3	timeout 2000 void simple	223	7.728	19.311	19.584	144.745
interactive discover 1.3	timeout 2000 void	223	10.198	10.936	10.326	14.941
interactive discover 1.3	timeout 2000	223	10.973	17.04	17.693	83.788
interactive discover 1.3	timeout 5000 void simple	223	7.552	20.252	21.517	142.788
interactive discover 1.3	timeout 5000 void	223	9.146	12.764	13.351	27.528
interactive discover 1.3	timeout 5000	223	8.107	19.343	19.24	120.38
interactive discover 1.3	timeout 10000 void simple	223	7.304	16.37	26.391	97.902
interactive discover 1.3	timeout 10000 void	223	9.656	16.733	18.195	78.68
interactive discover 1.3	timeout 10000	223	9.771	16.823	24.736	80.209
interactive discover 1.3	timeout 20000 void simple	223	7.475	19.275	19.022	136.397
interactive discover 1.3	timeout 20000 void	223	9.194	17.774	17.932	100.342
interactive discover 1.3	timeout 20000	223	8.774	16.725	16.948	89.998
interactive discover 1.4	baseline	122	13.392	18.155	18.311	28.811
interactive discover 1.4	cardinality once void simple	122	9.72	10.661	10.881	8.856
interactive discover 1.4	cardinality once void	122	10.31	10.624	10.667	6.73
interactive discover 1.4	cardinality once	122	10.627	10.702	11.305	5.561
interactive discover 1.4	cardinality unlimited void simple	122	8.852	11.015	13.095	16.811
interactive discover 1.4	cardinality unlimited void	122	10.18	10.364	10.256	6.208
interactive discover 1.4	cardinality unlimited	122	11.7	12.123	12.306	8.197
interactive discover 1.4	overhead simple	122	13.426	19.494	19.171	40.378
interactive discover 1.4	overhead	122	13.949	18.747	19.13	28.684
interactive discover 1.4	timeout 100 void simple	122	9.681	10.764	10.595	10.587
interactive discover 1.4	timeout 100 void	122	10.192	10.422	10.347	6.024
interactive discover 1.4	timeout 100	122	13.081	18.12	17.84	28.793
interactive discover 1.4	timeout 1000 void simple	122	9.357	11.365	11.332	17.143
interactive discover 1.4	timeout 1000 void	122	10.184	11.207	11.136	11.561
interactive discover 1.4	timeout 1000	122	9.503	10.743	10.411	10.182
interactive discover 1.4	timeout 2000 void simple	122	10.072	11.66	11.473	15.79
interactive discover 1.4	timeout 2000 void	122	9.985	11.253	11.215	14.083
interactive discover 1.4	timeout 2000	122	12.791	18.628	18.762	44.789
interactive discover 1.4	timeout 5000 void simple	122	12.186	14.331	14.364	19.281
interactive discover 1.4	timeout 5000 void	122	12.135	14.098	13.986	14.95
interactive discover 1.4	timeout 5000	122	12.171	21.226	21.789	48.373
interactive discover 1.4	timeout 10000 void simple	122	13.287	17.643	19.331	25.752
interactive discover 1.4	timeout 10000 void	122	13.515	17.848	19.594	27.085
interactive discover 1.4	timeout 10000	122	12.673	24.681	26.314	70.578
interactive discover 1.4	timeout 20000 void simple	122	13.353	19.32	19.598	42.169
interactive discover 1.4	timeout 20000 void	122	14.202	18.659	18.199	32.004
interactive discover 1.4	timeout 20000	122	13.065	18.046	17.869	29.124
interactive discover 2.0	baseline	128	10.958	21.486	22.712	310.142
interactive discover 2.0	cardinality once void simple	128	7.677	17.679	10.114	538.085
interactive discover 2.0	cardinality once void	128	8.9	17.58	21.327	492.115
interactive discover 2.0	cardinality once	128	10.604	17.74	15.267	228.845
interactive discover 2.0	cardinality unlimited void simple	128	7.732	16.074	11.538	433.489
interactive discover 2.0	cardinality unlimited void	128	7.729	13.946	21.0	272.78
interactive discover 2.0	cardinality unlimited	128	10.591	14.064	14.464	117.005
interactive discover 2.0	overhead simple	128	11.051	24.103	24.161	398.395
interactive discover 2.0	overhead	128	11.395	23.094	22.754	343.209
interactive discover 2.0	timeout 100 void simple	128	7.246	18.6	10.402	615.228
interactive discover 2.0	timeout 100 void	128	11.377	22.61	22.943	258.799
interactive discover 2.0	timeout 100	128	10.603	21.369	22.01	282.451
interactive discover 2.0	timeout 1000 void simple	128	8.694	12.666	11.437	172.194
interactive discover 2.0	timeout 1000 void	128	9.484	12.605	11.322	144.607
interactive discover 2.0	timeout 1000	128	11.791	22.843	23.607	263.01
interactive discover 2.0	timeout 2000 void simple	128	9.426	14.766	15.043	248.755
interactive discover 2.0	timeout 2000 void	128	11.066	16.595	14.991	313.985
interactive discover 2.0	timeout 2000	128	13.212	23.355	23.289	148.988
interactive discover 2.0	timeout 5000 void simple	128	10.753	16.319	14.795	214.568
interactive discover 2.0	timeout 5000 void	128	11.044	17.979	14.635	276.808
interactive discover 2.0	timeout 5000	128	12.088	26.166	26.884	222.072
interactive discover 2.0	timeout 10000 void simple	128	10.375	20.098	19.399	308.206
interactive discover 2.0	timeout 10000 void	128	11.052	20.147	19.108	306.598
interactive discover 2.0	timeout 10000	128	10.949	30.582	30.36	590.048
interactive discover 2.0	timeout 20000 void simple	128	10.474	24.351	24.51	455.073
interactive discover 2.0	timeout 20000 void	128	11.001	23.134	23.212	386.388
interactive discover 2.0	timeout 20000	128	11.815	21.536	22.411	210.587
interactive discover 2.1	baseline	20	7.802	7.929	7.734	5.076
interactive discover 2.1	cardinality once void simple	20	7.479	7.892	7.9	11.895
interactive discover 2.1	cardinality once void	20	8.22	8.428	7.949	12.021
interactive discover 2.1	cardinality once	20	8.055	8.12	7.978	5.418
interactive discover 2.1	cardinality unlimited void simple	20	7.38	7.967	7.801	15.164
interactive discover 2.1	cardinality unlimited void	20	7.809	8.025	7.789	12.325
interactive discover 2.1	cardinality unlimited	20	8.037	8.099	7.817	5.394
interactive discover 2.1	overhead simple	20	7.077	7.852	8.302	14.249
interactive discover 2.1	overhead	20	7.63	7.979	7.895	14.865
interactive discover 2.1	timeout 100 void simple	20	7.323	7.814	8.199	12.532
interactive discover 2.1	timeout 100 void	20	7.751	7.843	7.976	6.645
interactive discover 2.1	timeout 100	20	7.531	7.713	8.25	7.28
interactive discover 2.1	timeout 1000 void simple	20	7.319	8.109	8.29	16.295
interactive discover 2.1	timeout 1000 void	20	7.904	7.947	8.24	4.895
interactive discover 2.1	timeout 1000	20	7.393	7.927	7.795	5.375
interactive discover 2.1	timeout 2000 void simple	20	6.8	7.483	7.488	17.825
interactive discover 2.1	timeout 2000 void	20	7.273	7.528	7.432	8.628
interactive discover 2.1	timeout 2000	20	7.383	7.699	7.517	10.518
interactive discover 2.1	timeout 5000 void simple	20	6.883	7.596	7.831	16.287
interactive discover 2.1	timeout 5000 void	20	7.401	7.664	7.644	9.494
interactive discover 2.1	timeout 5000	20	7.408	7.616	8.284	8.652
interactive discover 2.1	timeout 10000 void simple	20	6.58	7.554	7.662	13.672
interactive discover 2.1	timeout 10000 void	20	8.075	8.202	8.132	7.521
interactive discover 2.1	timeout 10000	20	7.517	7.778	7.896	12.966
interactive discover 2.1	timeout 20000 void simple	20	7.717	8.561	7.95	18.677
interactive discover 2.1	timeout 20000 void	20	7.861	8.083	7.756	11.353
interactive discover 2.1	timeout 20000	20	7.52	7.69	7.69	7.11
interactive discover 2.2	baseline	17	7.406	7.435	7.188	3.971
interactive discover 2.2	cardinality once void simple	17	7.059	7.641	7.681	5.362
interactive discover 2.2	cardinality once void	17	7.031	7.41	7.172	4.332
interactive discover 2.2	cardinality once	17	7.202	7.467	7.447	4.261
interactive discover 2.2	cardinality unlimited void simple	17	7.715	7.904	7.508	5.087
interactive discover 2.2	cardinality unlimited void	17	7.471	7.587	7.638	4.194
interactive discover 2.2	cardinality unlimited	17	7.492	7.515	7.954	4.053
interactive discover 2.2	overhead simple	17	7.196	7.541	7.874	7.751
interactive discover 2.2	overhead	17	7.486	7.516	7.11	4.102
interactive discover 2.2	timeout 100 void simple	17	7.084	7.457	7.268	6.745
interactive discover 2.2	timeout 100 void	17	6.993	7.446	7.595	4.425
interactive discover 2.2	timeout 100	17	7.52	7.545	7.76	4.088
interactive discover 2.2	timeout 1000 void simple	17	7.471	7.849	7.897	9.338
interactive discover 2.2	timeout 1000 void	17	7.353	7.67	7.678	6.501
interactive discover 2.2	timeout 1000	17	7.343	7.485	7.524	4.885
interactive discover 2.2	timeout 2000 void simple	17	7.138	7.465	7.527	8.56
interactive discover 2.2	timeout 2000 void	17	7.169	7.203	7.515	3.984
interactive discover 2.2	timeout 2000	17	7.537	7.573	7.491	4.189
interactive discover 2.2	timeout 5000 void simple	17	7.233	7.583	7.65	7.358
interactive discover 2.2	timeout 5000 void	17	7.484	7.515	7.647	4.176
interactive discover 2.2	timeout 5000	17	7.459	7.494	7.997	4.134
interactive discover 2.2	timeout 10000 void simple	17	7.401	7.721	7.349	7.348
interactive discover 2.2	timeout 10000 void	17	7.59	7.623	7.236	4.211
interactive discover 2.2	timeout 10000	17	7.563	7.591	7.486	4.13
interactive discover 2.2	timeout 20000 void simple	17	7.177	7.522	7.822	7.297
interactive discover 2.2	timeout 20000 void	17	7.584	7.61	7.622	4.141
interactive discover 2.2	timeout 20000	17	7.213	7.247	7.241	3.983
interactive discover 2.3	baseline	224	9.975	22.319	22.782	762.4
interactive discover 2.3	cardinality once void simple	224	8.025	21.389	21.525	1096.584
interactive discover 2.3	cardinality once void	224	9.027	21.752	21.949	841.801
interactive discover 2.3	cardinality once	224	10.5	21.557	21.508	644.762
interactive discover 2.3	cardinality unlimited void simple	224	7.846	21.591	21.396	1115.788
interactive discover 2.3	cardinality unlimited void	224	10.656	21.619	21.537	824.284
interactive discover 2.3	cardinality unlimited	0			0	
interactive discover 2.3	overhead simple	224	7.34	22.428	22.735	1275.38
interactive discover 2.3	overhead	224	9.831	22.843	22.384	989.452
interactive discover 2.3	timeout 100 void simple	224	7.878	21.806	21.86	1138.538
interactive discover 2.3	timeout 100 void	224	9.658	22.371	22.543	843.09
interactive discover 2.3	timeout 100	224	10.266	22.359	21.796	703.225
interactive discover 2.3	timeout 1000 void simple	224	8.62	22.283	21.885	1093.163
interactive discover 2.3	timeout 1000 void	224	11.139	22.25	22.51	818.646
interactive discover 2.3	timeout 1000	224	9.77	23.02	22.266	708.123
interactive discover 2.3	timeout 2000 void simple	224	7.822	22.706	22.184	1106.346
interactive discover 2.3	timeout 2000 void	224	11.414	22.914	22.792	815.679
interactive discover 2.3	timeout 2000	224	12.653	24.561	22.033	749.019
interactive discover 2.3	timeout 5000 void simple	224	7.808	24.762	24.699	1163.016
interactive discover 2.3	timeout 5000 void	224	10.294	24.786	24.641	837.201
interactive discover 2.3	timeout 5000	224	10.258	24.298	24.224	680.97
interactive discover 2.3	timeout 10000 void simple	224	7.772	29.974	29.8	1924.395
interactive discover 2.3	timeout 10000 void	224	9.757	29.589	29.816	1372.118
interactive discover 2.3	timeout 10000	224	9.878	29.245	29.277	1183.643
interactive discover 2.3	timeout 20000 void simple	224	7.659	22.681	22.964	1267.29
interactive discover 2.3	timeout 20000 void	224	9.807	22.641	23.183	884.269
interactive discover 2.3	timeout 20000	224	10.421	22.404	22.39	739.03
interactive discover 2.4	baseline	123	12.394	21.201	21.339	338.578
interactive discover 2.4	cardinality once void simple	123	7.49	16.802	11.334	632.546
interactive discover 2.4	cardinality once void	123	8.693	12.633	11.944	186.708
interactive discover 2.4	cardinality once	123	12.492	19.798	11.763	213.028
interactive discover 2.4	cardinality unlimited void simple	123	7.336	14.556	12.033	449.17
interactive discover 2.4	cardinality unlimited void	123	8.726	15.611	12.321	474.422
interactive discover 2.4	cardinality unlimited	123	12.082	14.318	15.235	80.27
interactive discover 2.4	overhead simple	123	11.652	23.383	23.549	690.753
interactive discover 2.4	overhead	123	12.681	23.073	22.511	555.676
interactive discover 2.4	timeout 100 void simple	123	7.518	12.532	11.697	243.148
interactive discover 2.4	timeout 100 void	123	9.257	18.092	23.003	593.206
interactive discover 2.4	timeout 100	123	12.393	21.376	21.343	394.071
interactive discover 2.4	timeout 1000 void simple	123	8.48	17.199	12.526	633.535
interactive discover 2.4	timeout 1000 void	123	10.348	13.681	11.9	194.661
interactive discover 2.4	timeout 1000	123	13.709	22.907	23.56	292.642
interactive discover 2.4	timeout 2000 void simple	123	8.728	16.912	12.323	540.535
interactive discover 2.4	timeout 2000 void	123	10.658	16.349	21.445	407.416
interactive discover 2.4	timeout 2000	123	14.361	22.829	23.673	321.795
interactive discover 2.4	timeout 5000 void simple	123	12.276	15.431	14.687	118.332
interactive discover 2.4	timeout 5000 void	123	12.647	15.222	15.56	62.802
interactive discover 2.4	timeout 5000	123	16.472	25.139	24.783	192.491
interactive discover 2.4	timeout 10000 void simple	123	10.419	20.722	20.271	416.845
interactive discover 2.4	timeout 10000 void	123	13.499	20.3	20.257	165.201
interactive discover 2.4	timeout 10000	123	12.164	30.07	29.739	530.654
interactive discover 2.4	timeout 20000 void simple	123	11.35	23.742	23.549	649.299
interactive discover 2.4	timeout 20000 void	123	12.084	22.843	22.598	589.51
interactive discover 2.4	timeout 20000	123	12.321	21.753	21.442	331.96
interactive discover 3.0	baseline	254	16.868	16.873	16.725	8.591
interactive discover 3.0	cardinality once void simple	254	14.654	14.66	21.445	7.546
interactive discover 3.0	cardinality once void	254	15.996	16.002	13.941	8.207
interactive discover 3.0	cardinality once	0			0	
interactive discover 3.0	cardinality unlimited void simple	254	15.347	15.351	15.379	7.783
interactive discover 3.0	cardinality unlimited void	254	15.292	15.297	16.021	7.824
interactive discover 3.0	cardinality unlimited	254	14.755	14.76	14.842	7.529
interactive discover 3.0	overhead simple	0			0	
interactive discover 3.0	overhead	0			0	
interactive discover 3.0	timeout 100 void simple	0			0	
interactive discover 3.0	timeout 100 void	254	15.688	15.693	21.904	8.016
interactive discover 3.0	timeout 100	254	20.126	20.13	18.237	10.208
interactive discover 3.0	timeout 1000 void simple	254	14.383	14.388	14.287	7.342
interactive discover 3.0	timeout 1000 void	254	14.707	14.711	15.061	7.496
interactive discover 3.0	timeout 1000	254	16.618	16.623	15.114	8.539
interactive discover 3.0	timeout 2000 void simple	254	14.853	14.858	14.795	7.624
interactive discover 3.0	timeout 2000 void	254	16.296	16.301	14.676	8.321
interactive discover 3.0	timeout 2000	254	14.518	14.522	13.855	7.388
interactive discover 3.0	timeout 5000 void simple	254	17.315	17.32	17.572	8.833
interactive discover 3.0	timeout 5000 void	254	17.538	17.542	16.921	8.883
interactive discover 3.0	timeout 5000	254	16.923	16.927	16.561	8.568
interactive discover 3.0	timeout 10000 void simple	254	22.373	22.377	22.182	11.345
interactive discover 3.0	timeout 10000 void	254	22.505	22.512	22.38	11.487
interactive discover 3.0	timeout 10000	254	21.936	21.941	24.746	11.123
interactive discover 3.0	timeout 20000 void simple	254	33.159	33.164	32.975	16.76
interactive discover 3.0	timeout 20000 void	254	32.127	32.131	32.303	16.197
interactive discover 3.0	timeout 20000	254	17.365	17.37	17.019	8.845
interactive discover 3.1	baseline	148	27.916	27.92	27.743	14.067
interactive discover 3.1	cardinality once void simple	0			0	
interactive discover 3.1	cardinality once void	148	13.176	13.181	10.471	6.699
interactive discover 3.1	cardinality once	148	11.07	11.074	11.158	5.65
interactive discover 3.1	cardinality unlimited void simple	0			0	
interactive discover 3.1	cardinality unlimited void	0			0	
interactive discover 3.1	cardinality unlimited	148	28.998	29.002	28.185	14.647
interactive discover 3.1	overhead simple	0			0	
interactive discover 3.1	overhead	0			0	
interactive discover 3.1	timeout 100 void simple	0			0	
interactive discover 3.1	timeout 100 void	148	14.039	14.044	14.49	7.156
interactive discover 3.1	timeout 100	148	22.053	22.057	10.24	11.171
interactive discover 3.1	timeout 1000 void simple	0			0	
interactive discover 3.1	timeout 1000 void	148	11.677	11.684	14.669	6.039
interactive discover 3.1	timeout 1000	148	13.915	13.921	11.53	7.159
interactive discover 3.1	timeout 2000 void simple	0			0	
interactive discover 3.1	timeout 2000 void	0			0	
interactive discover 3.1	timeout 2000	0			0	
interactive discover 3.1	timeout 5000 void simple	0			0	
interactive discover 3.1	timeout 5000 void	0			0	
interactive discover 3.1	timeout 5000	0			0	
interactive discover 3.1	timeout 10000 void simple	0			0	
interactive discover 3.1	timeout 10000 void	0			0	
interactive discover 3.1	timeout 10000	0			0	
interactive discover 3.1	timeout 20000 void simple	0			0	
interactive discover 3.1	timeout 20000 void	0			0	
interactive discover 3.1	timeout 20000	0			0	
interactive discover 3.2	baseline	101	15.525	15.53	15.36	7.888
interactive discover 3.2	cardinality once void simple	101	27.958	27.961	28.148	14.052
interactive discover 3.2	cardinality once void	101	11.039	11.043	14.997	5.636
interactive discover 3.2	cardinality once	101	9.651	9.655	11.434	4.931
interactive discover 3.2	cardinality unlimited void simple	101	28.64	28.643	28.687	14.412
interactive discover 3.2	cardinality unlimited void	101	28.59	28.593	27.899	14.364
interactive discover 3.2	cardinality unlimited	101	17.794	17.795	16.471	8.921
interactive discover 3.2	overhead simple	101	27.113	27.117	26.584	13.65
interactive discover 3.2	overhead	101	27.656	27.658	27.787	13.879
interactive discover 3.2	timeout 100 void simple	101	30.039	30.042	28.315	15.095
interactive discover 3.2	timeout 100 void	101	11.351	11.354	9.756	5.736
interactive discover 3.2	timeout 100	101	9.394	9.397	9.033	4.783
interactive discover 3.2	timeout 1000 void simple	101	28.429	28.433	28.379	14.311
interactive discover 3.2	timeout 1000 void	101	9.876	9.88	11.722	5.05
interactive discover 3.2	timeout 1000	101	9.752	9.756	9.89	4.995
interactive discover 3.2	timeout 2000 void simple	101	28.425	28.429	28.622	14.335
interactive discover 3.2	timeout 2000 void	101	26.447	26.45	28.161	13.277
interactive discover 3.2	timeout 2000	101	28.091	28.095	27.879	14.156
interactive discover 3.2	timeout 5000 void simple	101	31.308	31.311	31.412	15.731
interactive discover 3.2	timeout 5000 void	101	31.826	31.83	31.906	16.002
interactive discover 3.2	timeout 5000	101	30.284	30.287	30.85	15.206
interactive discover 3.2	timeout 10000 void simple	101	36.592	36.596	36.837	18.377
interactive discover 3.2	timeout 10000 void	101	36.708	36.713	36.279	18.483
interactive discover 3.2	timeout 10000	101	15.904	15.91	16.073	8.129
interactive discover 3.2	timeout 20000 void simple	101	46.056	46.059	45.443	23.099
interactive discover 3.2	timeout 20000 void	101	45.951	45.955	45.773	23.085
interactive discover 3.2	timeout 20000	101	19.133	19.14	15.648	9.74
interactive discover 3.3	baseline	430	22.3	22.315	22.59	12.744
interactive discover 3.3	cardinality once void simple	0			0	
interactive discover 3.3	cardinality once void	430	24.983	24.997	26.721	13.971
interactive discover 3.3	cardinality once	0			0	
interactive discover 3.3	cardinality unlimited void simple	0			0	
interactive discover 3.3	cardinality unlimited void	430	28.797	28.811	27.293	15.966
interactive discover 3.3	cardinality unlimited	0			0	
interactive discover 3.3	overhead simple	0			0	
interactive discover 3.3	overhead	0			0	
interactive discover 3.3	timeout 100 void simple	0			0	
interactive discover 3.3	timeout 100 void	430	27.143	27.156	26.837	15.034
interactive discover 3.3	timeout 100	430	22.143	22.155	21.727	12.351
interactive discover 3.3	timeout 1000 void simple	0			0	
interactive discover 3.3	timeout 1000 void	430	28.985	28.998	21.52	15.856
interactive discover 3.3	timeout 1000	430	21.249	21.265	21.609	12.322
interactive discover 3.3	timeout 2000 void simple	0			0	
interactive discover 3.3	timeout 2000 void	430	28.56	28.576	27.21	16.096
interactive discover 3.3	timeout 2000	430	21.701	21.713	21.803	12.074
interactive discover 3.3	timeout 5000 void simple	0			0	
interactive discover 3.3	timeout 5000 void	430	24.698	24.714	24.037	13.98
interactive discover 3.3	timeout 5000	430	23.386	23.4	23.095	13.25
interactive discover 3.3	timeout 10000 void simple	0			0	
interactive discover 3.3	timeout 10000 void	430	29.362	29.378	29.91	16.239
interactive discover 3.3	timeout 10000	430	28.963	28.979	28.171	16.181
interactive discover 3.3	timeout 20000 void simple	0			0	
interactive discover 3.3	timeout 20000 void	430	40.835	40.848	41.332	21.637
interactive discover 3.3	timeout 20000	430	37.931	37.943	37.388	20.26
interactive discover 3.4	baseline	274	19.568	19.577	19.734	10.421
interactive discover 3.4	cardinality once void simple	274	17.012	17.023	15.01	9.205
interactive discover 3.4	cardinality once void	274	15.197	15.207	15.16	8.299
interactive discover 3.4	cardinality once	274	16.348	16.356	16.197	8.715
interactive discover 3.4	cardinality unlimited void simple	274	15.941	15.95	21.245	8.551
interactive discover 3.4	cardinality unlimited void	274	15.106	15.116	15.106	8.266
interactive discover 3.4	cardinality unlimited	274	18.248	18.258	21.148	9.782
interactive discover 3.4	overhead simple	0			0	
interactive discover 3.4	overhead	0			0	
interactive discover 3.4	timeout 100 void simple	0			0	
interactive discover 3.4	timeout 100 void	0			0	
interactive discover 3.4	timeout 100	274	19.464	19.472	19.493	10.254
interactive discover 3.4	timeout 1000 void simple	274	15.143	15.152	15.335	8.218
interactive discover 3.4	timeout 1000 void	274	15.471	15.479	15.263	8.24
interactive discover 3.4	timeout 1000	274	14.802	14.815	14.731	8.305
interactive discover 3.4	timeout 2000 void simple	274	15.695	15.703	17.022	8.447
interactive discover 3.4	timeout 2000 void	274	15.669	15.677	15.859	8.376
interactive discover 3.4	timeout 2000	274	15.15	15.158	14.794	8.154
interactive discover 3.4	timeout 5000 void simple	274	18.392	18.401	18.41	9.843
interactive discover 3.4	timeout 5000 void	274	18.29	18.298	18.056	9.786
